post_key,author,content,post_url,group_url,scraped_at_utc
092151c0122fa7c8796fb5ee80282f7ac590ff78,,Em muốn tìm thầy cô dạy pte 1:1 cho tháng sau thi ạ Thầy cô có thể cmt học phí luôn được không ạ Em cảm ơn ạ Target em 50,https://www.facebook.com/groups/ptetalents/posts/2016495695936558/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:28.029916+00:00
4a902a77b936f0f7a886d6ce145510965fe0b23e,,"Mọi người ơi giúp em với ạ, đây là lần đầu tiên em thi mà em nhận được email này từ Pearson dời lịch thi, vậy em nên đăng kí lại như thế nào ạ, hay cần phải liên hệ bên Pearson ạ, mọi người tư vấn giúp em trường hợp này với, em cảm ơn nhiều.",https://www.facebook.com/groups/ptetalents/posts/2016188452633949/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:28.093412+00:00
4ce522df257c960676e2c48f743d3f7b5349ec2e,,"Mình đang bắt đầu học PTE và hiện vẫn ở giai đoạn làm quen với format bài thi, cách chấm điểm cũng như các dạng câu hỏi. Mục tiêu của mình là tầm 50. Dạo gần đây mình đang thử trải nghiệm ptemock.org để luyện tập mỗi ngày. Cảm nhận ban đầu của mình là khá hợp với người mới bắt đầu vì có thể luyện theo từng dạng bài riêng, làm thử để quen áp lực thời gian và tự nhìn ra phần nào mình còn yếu. Hiện tại mình đang đi theo hướng:… Xem thêm",https://www.facebook.com/groups/ptetalents/posts/2016340629285398/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:33.895908+00:00
cfd0429a6dd90213a3259cd9ea542a6ce643f24d,,"Em còn tk 78 ngày, ai cần e share cho nha, vì em không học nữa nên muốn share 1 người. Hiện tài khoản có 1 người sử dụng. Giá 300k",https://www.facebook.com/groups/ptetalents/posts/2016529159266545/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:33.938723+00:00
2597bcc8cb00e6b398df08348bebc9d23e62e993,,"Mọi người cho em hỏi, overall 76 thi năm 2023 do em tự ôn trên apeuni, bây giờ aim 90 thì em nên tự ôn hay tutor tầm 1-2 months thì options nào possible hơn ạ.",https://www.facebook.com/groups/ptetalents/posts/2015790642673730/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:41.753207+00:00
4683cbaceef13c246c60119c7f2e0b52adc661c9,,Mọi người cho em hỏi từ mất gốc đến ovr50 thì mất bao nhiêu thời gian để thi ạ,https://www.facebook.com/groups/ptetalents/posts/2015739182678876/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:44.432012+00:00
5e2f8b7e2ef38ba0dc7a41d705c5fc6ed8ef6b9f,,Mọi người cho e hỏi luyện các dạng bài tập thì nên mua gói Vip của web hay app này ạ. E cảm ơn mọi người ạ.,https://www.facebook.com/groups/ptetalents/posts/2015436042709190/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:50.218127+00:00
62a7772821cfcefa5601b67295d4814b6b45a350,,"Dạ anh chị còn tài khoản ApeUni 60 ngày cần bán lại không ạ, em cảm ơn",https://www.facebook.com/groups/ptetalents/posts/2015530432699751/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:59.822742+00:00
f27d89d5e49a687b1d2b98c326245edcc86122a5,,Mọi người cho mình hỏi có ai có background khá tiếng Anh chọn tự ôn luyện ở nhà và mua tài khoản của PTE Uni mà học tập thấy hiệu quả không ạ? Cho mình xin review với nhé. Cảm ơn mọi người! ￼,https://www.facebook.com/groups/ptetalents/posts/2014452472807547/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:57:59.857414+00:00
829b617333c04553778fb4ae39c656965ab0b8f9,,Dạ alo có anh chị nào thi PTE rồi cho em hỏi với. Em định thi PTE đầu tháng 5 tại VN. Không biết đang có mã giảm giá nào không mọi người?,https://www.facebook.com/groups/ptetalents/posts/2014885529430908/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:02.780095+00:00
d816d5c42dad68f455a34597df2fefd9912498d7,,"Mình cần share tài khoản Apeuni vip còn 56 ngày, giá 190k ạ",https://www.facebook.com/groups/ptetalents/posts/2015280529391408/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:10.880303+00:00
a684a5d664f921a9f2255939dcb1dfe868a23f99,,"Mọi người ơi, mình vừa thi PTE xong nhưng điểm Writing của mình khá thấp Không biết mọi người có mẹo hay kinh nghiệm gì để cải thiện phần Writing không ạ? Mình thấy phần này khá khó, đặc biệt là Write Essay và Summarize Written Text. Ai đã từng nâng được điểm Writing rồi có thể chia sẻ cách học, template, hoặc tips làm bài hiệu quả giúp mình với được không? Mình cảm ơn mọi người rất nhiều",https://www.facebook.com/groups/ptetalents/posts/2015119886074139/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:10.926134+00:00
cb07b3329e7c4514d11e2ae56e753e9ce456f423,,Mng ơi cho em hỏi ôn reading tủ tuần hay tủ tháng xác suất trúng cao hơn ạ,https://www.facebook.com/groups/ptetalents/posts/2015312199388241/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:13.506335+00:00
4e258507e4340bf41e2cc71d6a322638a2b7f482,,"Mình đang có voucher 6 triệu học PTE tại PTE Magic, do mình định thi lại với target cao hơn để apply đi học, mà giờ mình không cần nữa nên nếu có bạn nào quan tâm inbox mình nhe. Mình xin share lại và giảm 99k ạ.",https://www.facebook.com/groups/ptetalents/posts/2014769142775880/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:20.636518+00:00
29eb76fee34511f67324a6b45687c744ddee9c42,,"Hi mọi người, mình thấy hiện nay có vài người bán giá APEUni rẻ hơn trên trang web, moị người mua xong có bị scam hay gì ko? Vì trên trang web có nói nếu giá rẻ hơn thì nguy cơ bị scam lừa đảo. Cảm ơn. https://www.apeuni.com/pte/blog/id/529?blog_id=529",https://www.facebook.com/groups/ptetalents/posts/2014800892772705/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:20.715323+00:00
dfb95a0b06cb42adb242139bbb8ebb9238800754,,Có ac nào share ape uni k ạ. E sắp thi mà acc hết vip. E cần vài ngày thôi ạ,https://www.facebook.com/groups/ptetalents/posts/2014414462811348/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:24.929363+00:00
9c381a2f128fd4a08c6b85fea3f856daa5a9b679,,"cho mình hỏi trung bình điểm content , fluency và pronunciation của mình như này thì RA có trên 36 đc ko ạ , em cảm ơn ạ",https://www.facebook.com/groups/ptetalents/posts/2014429419476519/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:24.977661+00:00
e45371070679f146351487acad3b6e976f45fdaf,,"Hulhuhu, mọi người chia sẻ với mình với ạ chứ mình tức quá! Mình đăng ký thi pte hôm nay ơ Úc- lân đầu đi thi. Khi đến chỗ thi, họ kiểm tra passport và nói thông tin khi đăng ky của mình trên website, country of birth là Australia, ko phai VN như trên passport, dù mình có ghi place of birth là Vietnam, họ cho minh case number va bảo mình về. Huhu shock tập 1. Mình ra và gọi liền cho tổng đài để hỏi với hi vọng có thể đổi ngay để vào… Xem thêm",https://www.facebook.com/groups/ptetalents/posts/2013943646191763/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:31.399405+00:00
c449fb89bce9e98cade41f5ee18eb7994c3fc001,,Hiện tại có ai đã thi và có kết quả khi áp dụng tip phần spk RA đọc one line có bị liệt điểm ko ạ,https://www.facebook.com/groups/ptetalents/posts/2013583892894405/,https://www.facebook.com/groups/1250416722544463,2026-04-11T14:58:31.453517+00:00
