post_key,author,content,post_url,group_url,scraped_at_utc
cf70c7b866f1474e5427848886193a9e22bde1b8,,"Người tham gia ẩn danh 408
m nghĩ là có thể tự học ạ, m chưa biết j về PTE, chỉ có nền ielts 6.5, 1 tháng trước tự học các dạng trên youtube và soạn cho … Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1597584851543973/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:32.965037+00:00
79f30c9994b3883d6c0b247c981826733a00635c,,"Người tham gia ẩn danh 355
Điểm 2 phần này ntn á bạn, 2 phần này nền nên khả năng cao bạn phải ráng trau dồi phát âm và từ vựng+ phản xạ nghe thêm. Nếu c… Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1596722934963498/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:35.747806+00:00
8e5e4ded0510fe789afd26d30a107b1db55814a0,,"Hồ Thảo Nhiên
Quản trị viên
Em vào mục đáng chú ý sẽ thấy 1 vài template nhé, speaking thì cần template để em có điểm fluency cao. Các phần khác em có thể… Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1596401804995611/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:35.789130+00:00
4ea6d72b744b647e369ce4236a4224e10da05965,,"Người tham gia ẩn danh 948
Chi phí ntn v bạn",https://www.facebook.com/groups/1443095370326256/posts/1596344571668001/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:37.740927+00:00
ff4dfddd12d7bfc02e1143624e2ffab76d6845d5,,"Truong Lan Uyen
có thể là 2 tháng anh nha",https://www.facebook.com/groups/1443095370326256/posts/1596279198341205/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:41.133038+00:00
19dc03198ba0bd120bc48e2beab1c53d76f2b09b,,"J Nhi Phan
quan tâm em cũng tìm ạ",https://www.facebook.com/groups/1443095370326256/posts/1594990498470075/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:41.171810+00:00
486b261ff535595737b83762be5e5beeb57ce027,,"Hồ Thảo Nhiên
Quản trị viên
Ngoài học dictation và highlight incorrect ra, mình cố gắng nghe được danh từ và cụm ngắn trong phần Summarize Group Discussio… Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1595147568454368/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:41.192521+00:00
ccc4e5cb3d08527a046a79058a3d0b1b7932ecc1,,"Người tham gia ẩn danh 692
riêng phần dictation em ôn trên apeuni, em làm hết bộ tủ tháng 3 và tuần đầu tháng 4 (full câu medium + hard) và 1/3 câu easy … Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1593632321939226/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:49.980674+00:00
282bedf72ba7122f4f01e60f51a14aae1ee5bdea,,"Hồ Thảo Nhiên
Quản trị viên
Phần Write Essay cần phải viết 200-300 chữ em nhé! Viết ít hơn hay nhiều hơn đều bị trừ điểm. Nếu mình target cao thì mình viế… Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1593682681934190/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:50.001523+00:00
0b902e34fe8854b495247614f2dde5952ae5caf2,,"RadiantCapybara9728
Bạn phát âm ổn không (RA bao nhiêu điểm?), và dùng đủ template cho các phần không ạ SGD bạn có nghe được nhiều không?
Bạn phát âm ổn không (RA bao nhiêu điểm?), và dùng đủ template cho các phần không ạ
SGD bạn có nghe được nhiều không?",https://www.facebook.com/groups/1443095370326256/posts/1592869605348831/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:54.050884+00:00
ffd9afd81169f880ee380f6653b3313891affdf2,,"Lữ Thảo Vy
Theo dõi
Mình có ạ",https://www.facebook.com/groups/1443095370326256/posts/1591285345507257/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:54.071404+00:00
195c689e9c8d07a363970cc7287b04570efa106b,,"Dai Trang Tran
Nt mình hỏi xíu nha b",https://www.facebook.com/groups/1443095370326256/posts/1589531245682667/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:57.443606+00:00
f542476ab19fb2c25d3feaeaac3d5d2bf60f0906,,"Thuy Pham
Ib mình với",https://www.facebook.com/groups/1443095370326256/posts/1586817682620690/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:59.057307+00:00
ae56193caa9e59cee0f941d739e3a8d6fbeb5020,,"Người tham gia ẩn danh 241
B có luyện bộ tủ essay không b? T thấy soạn kĩ ra, ít dùng template dễ được điểm cao",https://www.facebook.com/groups/1443095370326256/posts/1586789509290174/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:49:59.073157+00:00
edb10548f202f03cd649e27a0a0f8af70ee74488,,"Người tham gia ẩn danh 611
Là bạn đang làm mỗi speaking thôi hả b? Vậy đi thi tầm chừng đó điểm speaking",https://www.facebook.com/groups/1443095370326256/posts/1582953336340458/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:05.106202+00:00
1d91858793c988055ee260a0252d2ca5161e4ce4,,"Hồ Thảo Nhiên
Quản trị viên
Cô mới share 2 phần này lên group, bạn check thử nhé!",https://www.facebook.com/groups/1443095370326256/posts/1583667872935671/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:08.555343+00:00
0612433a547d627c56e3bb741ba10b1990b84497,,"Lữ Thảo Vy
Theo dõi
Mình có ạ",https://www.facebook.com/groups/1443095370326256/posts/1583001793002279/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:11.089571+00:00
934772cefd06151f609203562f62b68776519155,,"PurplePenguin947
Này bạn nhờ chat gpt gợi ý cho cũng hay lắm á",https://www.facebook.com/groups/1443095370326256/posts/1582996983002760/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:11.107470+00:00
ff34e46b1c9dc33194d18b18b30b6d428e8f0c4b,,"Người tham gia ẩn danh 402
Dạ b share lại hay sao ạ",https://www.facebook.com/groups/1443095370326256/posts/1581300443172414/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:11.123089+00:00
2620c3b40f01e4ad9ef2b738f92545ae90d3244d,,"Michelle Tran
Bên c có lớp onl và off HCM ib c tư vấn thông tin chi tiết nhé",https://www.facebook.com/groups/1443095370326256/posts/1579627993339659/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:13.546935+00:00
d8d1e77e4814683b2486bdbe116f5241c9a00ffb,,"Hong Tran
Cảm ơn cô ạ.",https://www.facebook.com/groups/1443095370326256/posts/1576631180306007/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:13.583680+00:00
e0b0f5de66b1732ac14b0a3c70b4c963f894be7a,,"Người tham gia ẩn danh 607
Dạ bạn còn ko ạ",https://www.facebook.com/groups/1443095370326256/posts/1572274284075030/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:13.599169+00:00
f9a7f0befcd7797e2720e163c9f6dcb96c6bd4b1,,"IndigoTangerine194
Cô Nhiên ơi cô có nhận học viên hông ạ",https://www.facebook.com/groups/1443095370326256/posts/1549684113000714/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:26.453270+00:00
146de4e25bdb3ef16286e7e588c46635323ca77f,,"Michelle Tran
Bạn ib mình nhé tư vấn bạn khoá phù hợp cải thiện skill mình đang bị yếu nha",https://www.facebook.com/groups/1443095370326256/posts/1543106403658485/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:30.260801+00:00
6413b7c09d74e386644987372cf47890877d1bd6,,"WhiteTangerine3913
Học phí sao v ạ, với lại cho em xin in4 cô nha ạ",https://www.facebook.com/groups/1443095370326256/posts/1541195780516214/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:30.299722+00:00
b8c29cfd91f56f7a8bfa9307ce16dfd700a5b718,,"Hồ Thảo Nhiên
Tác giả
Quản trị viên
+1
1. Poised (adj) => be poised to + V. Sau seem + tính từ Ở đây, seem poised to make a comeback có nghĩa là chuẩn bị/sắp sửa qua… Xem thêm
1. Poised (adj) => be poised to + V. Sau seem + tính từ
Ở đây, seem poised to make a comeback có nghĩa là chuẩn bị/sắp sửa qua… Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1528414955127630/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:36.234939+00:00
a6179f803ddd79bdd6ab4e92292eb736b4ffd116,,"Hồ Thảo Nhiên
Quản trị viên
Có bạn học viên cô thi ở Hype park, hoặc 10 Bridge street cơ sở vật chất oke bạn nè!",https://www.facebook.com/groups/1443095370326256/posts/1526921311943661/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:36.255267+00:00
fe0556d534ec145c32908df5439bf842e18ba17c,,"Người tham gia ẩn danh 788
Bạn soạn các đề trong bộ tủ ra học thuộc nhé, sẽ ra trong đó",https://www.facebook.com/groups/1443095370326256/posts/1525121555456970/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:38.472925+00:00
9025a4b6e6ab0dc2025af5de9d0877ec2373da9b,,"Người tham gia ẩn danh 807
M cũng thấy sao nay còn 60c đang mừng",https://www.facebook.com/groups/1443095370326256/posts/1524336592202133/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:40.693354+00:00
b32a94ef4b3890d2ab8b22075254c95bdb10f90e,,"ConfidentKoala3394
Xin tips học reading của bạn",https://www.facebook.com/groups/1443095370326256/posts/1517527892883003/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:40.729510+00:00
1bbadf6666d4a40d3d21c9174f421914c1692b39,,"Hồ Thảo Nhiên
Tác giả
Quản trị viên
+1
Answer: BDAC 1. B: đưa ra context là 1 idea tổng quát về việc góc nhìn tiêu cực về thất bại dẫn đến depression (idea này đã đư… Xem thêm
Answer: BDAC
1. B: đưa ra context là 1 idea tổng quát về việc góc nhìn tiêu cực về thất bại dẫn đến depression (idea này đã đư… Xem thêm",https://www.facebook.com/groups/1443095370326256/posts/1517298686239257/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:44.196480+00:00
4842566dfd6f5be55845cbc9fd79bafcfadc8210,,"Người tham gia ẩn danh 162
Bạn soạn essay theo 15 đề tủ, học dictation cẩn thận nè",https://www.facebook.com/groups/1443095370326256/posts/1517116176257508/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:44.212837+00:00
c8e9da766cb48eb0dfd56ab0a5f1e3acb9c7459a,,"Hồ Thảo Nhiên
Quản trị viên
Em cố gắng ôn tủ hiện tại và làm thêm cả nhiều câu ngoài. Còn tủ sẽ update từ từ nên mình cứ học dần theo nha",https://www.facebook.com/groups/1443095370326256/posts/1516177463018046/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:44.233995+00:00
2ba09c5663660e328fec699cb7b7e39c1e6dc679,,"Người tham gia ẩn danh 737
Bạn học tủ xong còn time qua làm luôn bộ full, đi thi có thể trúng 2-3 câu, cũng nhiều khi ko trúng nhaa",https://www.facebook.com/groups/1443095370326256/posts/1514344009868058/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:55.243255+00:00
54259b75d8762b5ea226be8cd483924112daa7ba,,"Người tham gia ẩn danh 815
Nếu bạn học cỡ 3 tiếng/ ngày thì cỡ 9 tháng- 1 năm có khi đó bạn. 42 dễ nên có template là được, 65 thì phải giỏi thực chất",https://www.facebook.com/groups/1443095370326256/posts/1513294829972976/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:57.098803+00:00
f53d78f8aff3e584cc42ef11aaa88d6ff4ab6c1c,,"Hayden Nguyen
Mấy bài viết cũ của cô bị mất rồi ạ",https://www.facebook.com/groups/1443095370326256/posts/1512837426685383/,https://www.facebook.com/groups/1443095370326256,2026-04-07T14:50:57.136148+00:00
